group_id,point_index,uuid,end_pos_x,end_pos_y,end_pos_z,end_pose_x,end_pose_y,end_pose_z,joint_j1,joint_j2,joint_j3,joint_j4,joint_j5,joint_j6,base_pos_x,base_pos_y,base_pos_z,key
4,135,17605775545202600216,-1503.11,-660.47,3870.8,-180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1503.11,-2072.51,100
4,136,17605775545202600216,-1506.28,-660.47,3870.8,180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1506.29,-2072.51,50
4,137,17605775545202600216,-1509.45,-660.47,3870.8,-180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1509.46,-2072.51,100
4,138,17605775545202600216,-1512.62,-660.47,3870.8,-180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1512.63,-2072.51,100
4,139,17605775545202600216,-1515.8,-660.47,3870.8,-180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1515.8,-2072.51,100
4,140,17605775545202600216,-1518.97,-660.47,3870.8,-180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1518.97,-2072.51,100
4,141,17605775545202600216,-1522.14,-660.47,3870.8,-180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1522.15,-2072.51,100
4,142,17605775545202600216,-1525.31,-660.47,3870.8,-180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1525.32,-2072.51,100
4,143,17605775545202600216,-1528.48,-660.47,3870.8,-180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1528.49,-2072.51,100
4,144,17605775545202600216,-1531.66,-660.47,3870.8,-180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1531.66,-2072.51,100
4,145,17605775545202600216,-1534.83,-660.47,3870.8,-180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1534.83,-2072.51,100
4,146,17605775545202600216,-1538.0,-660.47,3870.8,-180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1538.01,-2072.51,100
4,147,17605775545202600216,-1541.17,-660.47,3870.8,0.0,136.0,-90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1541.18,-2072.51,100
4,148,17605775545202600216,-1544.35,-660.47,3870.8,0.0,136.0,-90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1544.35,-2072.51,100
4,149,17605775545202600216,-1547.52,-660.47,3870.8,0.0,136.0,-90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1547.52,-2072.51,100
4,150,17605775545202600216,-1550.69,-660.47,3870.8,-180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2397.18,1550.7,-2072.51,60
4,151,17605775545202600216,-1530.69,-690.42,3703.27,-180.0,44.0,90.0,1.57,0.6,-0.26,-0.0,-1.92,-3.14,2427.12,1530.7,-1904.98,70
5,152,17605775545203350217,-1441.87,-410.46,3708.15,178.59,44.99,179.0,-2.77,0.9,-0.43,-0.02,-2.03,-3.52,-262.8,-291.24,-2180,0
5,153,17605775545203350217,-1441.87,-400.16,3855.33,178.59,44.99,179.0,-2.74,0.41,0.09,-0.02,-2.06,-3.55,-224.3,-38.5,-2180,10
